X,y
68.64308836372037,337.52518657176626
61.38966912047947,301.6110050706964
83.48629626188027,440.7323866549905
18.163100697269435,112.89030669688667
39.715000149750836,198.94851040036397
19.04137269101817,100.94438717737319
75.78077962144759,404.45913920128487
43.09043157463323,201.05497460228284
21.586224623950695,120.0014630028806
57.20233245417916,322.6302302251981
4.1000159531003,56.97560122438347
84.38619268490486,399.83229514547565
45.5256592036068,223.18889155480673
40.119873364179625,210.12925762879755
92.73922771358562,450.8679843084265
72.99992758978567,361.9759374619422
33.327536111777704,171.57831550369946
57.47395346613454,315.3895908010771
52.56259174255654,269.1319188834801
96.15603041058556,491.03420294536295
84.60885101913699,437.730611081259
74.98469090360071,390.0757848866401
54.4295211065189,279.5690974828175
59.088365400720974,284.48552105353036
96.56027541914966,501.6464691670084
61.096390520981785,318.9542945538546
28.32391902023179,132.1683106225011
30.331077064704157,148.4208618647167
17.361426967237247,107.11980905243027
2.5480042673781993,28.822268299606122
42.91674658993059,210.77926305677076
40.0932702993814,203.41734496077166
30.055329297085773,155.12471304096852
2.3939024487933613,28.22456887969376
20.68539800479171,129.1611005110572
71.42285332211635,365.0990039822501
79.22737851258935,420.6750072672361
60.990037503320124,325.049942052942
92.70378697282155,473.60368687420777
65.4566255246925,312.63087734801894
91.5810078788343,449.48937643284415
85.15381920119013,443.8877055316289
45.495616739682134,208.8201400205352
10.44560153255072,61.01268504119338
37.71100696762837,210.56231895457344
67.21528401369712,345.36273300237445
66.92631330513217,332.61060784208496
59.538480983064986,291.99318956235294
28.197457506016352,160.22957837330233
56.56309915892241,296.89110516751674
38.90976060062519,197.266463488331
97.19949744352127,508.9768742502956
85.0424686023423,445.022309809135
72.45122259532245,396.0850208364942
24.36250705514662,137.3159463375394
26.35076395337107,136.2863132544268
5.002925364304703,29.869762800910614
71.35562607889295,334.759577461949
11.9781912603713,69.15084195410572
44.494313684711244,229.23584432576953
20.970201031204223,91.89989417329934
89.68059597167841,455.0236654748252
48.06165209502906,267.455783659597
56.76428162566199,279.803193379097
69.85609255618662,341.88204329922456
14.793813986181693,97.5429932076607
60.83732054850391,320.7002071864839
54.44426803886564,325.1377684100021
21.103061248742172,92.73675383233916
94.34250348524012,489.5183260567735
60.28768118236506,313.17676951911005
69.78370837093075,356.8077611154517
88.16631606251052,461.4892635899726
62.81105076524553,320.6093734609168
30.267734897933686,129.29303133989941
11.44393172319679,51.509295694294295
46.196922477808116,258.4511140988454
22.625603284466525,137.70844997939864
42.23448483916626,212.57563635107584
88.44474563296797,456.7776841270121
33.110157079522125,214.3098560949582
13.086707515366662,71.96573560433066
36.273485969620516,188.19368005137267
90.77601571302965,463.7390591418661
27.941092689078896,155.81009908892386
65.12132193359487,327.37309192638304
1.0515173225362662,21.349527059167606
35.904316777082734,157.35813997916966
31.173344557644874,167.91270424501815
17.30092946115123,94.26409446948365
53.87485251816875,273.11240793728336
48.99816716453934,244.86197559668955
69.55116725613676,345.6152356424176
27.671821046053626,133.15628877586778
25.168426702529644,98.07110978983079
17.660813175120126,91.28379059795755
22.657657737733953,136.7332355317861
56.25209819971678,283.22932563752124
40.97978093474604,221.42559293725986
7.424332463789175,27.91864926833859
