x,y
-2.50919762305275,-1.844301109629158
9.014286128198322,20.430557555464908
4.639878836228101,12.463279225527208
1.973169683940732,2.9712015386796784
-6.87962719115127,-11.198598157977564
-6.880109593275947,-10.0459940435284
-8.83832775663601,-11.720867423788988
7.323522915498703,16.61050539445011
2.0223002348641756,5.427613263941976
4.161451555920909,10.319389024672745
-9.588310114083951,-14.345815992763754
9.398197043239886,22.45389630579914
6.648852816008436,15.238185224482795
-5.753217786434477,-7.479900706642241
-6.363500655857988,-9.532846213019894
-6.331909802931324,-7.726529624796869
-3.9151551408092455,-6.234416469373196
0.49512863264475726,3.334932972093978
-1.3610996271576852,-0.5064155605796856
-4.175417196039161,-8.27786428834256
2.23705789444759,8.066356343024331
-7.210122786959163,-10.898135029558548
-4.157107029295637,-5.303987145306352
-2.672763134126166,-2.8147005350026255
-0.8786003156592805,-1.5879421154193896
5.703519227860273,13.565747810189828
-6.006524356832806,-9.698477746719151
0.28468876827223255,1.9648229981012273
1.8482913772408498,6.374011331149681
-9.070991745600045,-14.333881777571014
2.1508970380287664,11.074165878478594
-6.58951752625417,-9.829879426844661
-8.69896814029441,-13.88283549914329
8.977710745066666,20.806529658600997
9.312640661491187,17.78773889238429
6.167946962329221,15.28286617376001
-3.9077246165325867,-4.69498881318312
-8.046557719872322,-8.166631214774071
3.6846605302431374,9.98459913092403
-1.196950125207973,1.2091944342512788
-7.5592353031044235,-12.187894145619333
-0.09646179777459629,0.46972032921174334
-9.312229577695632,-13.338813526361223
8.186408041575643,20.876682148524832
-4.824400367999662,-5.0667368419132295
3.2504456870796403,7.682116464569803
-3.7657784782117805,-1.7259683345513626
0.40136042355621626,0.9990187215278707
0.934205586865593,6.042125361331727
-6.302910889489459,-5.22491052735896
9.391692555291172,19.802312460320966
5.502656467222291,12.872717475239039
8.789978831283783,20.77926039274285
7.896547008552975,17.78614270887355
1.9579995762217024,3.8146722903111394
8.437484700462335,20.012095350536725
-8.23014995896161,-15.584907345375429
-6.080342751617096,-8.213500641963828
-9.09545422178924,-17.029756912046086
-3.4933933847347127,-0.8869179594343466
-2.2264542062103594,-3.019414997093193
-4.573019364522082,-6.790161761455516
6.574750183038589,17.776534800816517
-2.864933466128214,-5.191595565124338
-4.381309806252385,-5.307699743296511
0.8539216631649698,7.322128834894796
-7.181515500504747,-14.57799747013195
6.043939615080795,15.4571469472262
-8.508987126404584,-13.49820866431232
9.737738732010346,24.03912320757531
5.4448953859331475,11.415889350110131
-6.025686369316552,-11.692285964801655
-9.889557657527952,-15.73523218382211
6.309228569096682,16.212426484659737
4.137146876952343,11.77527945459644
4.580143360819747,12.853183140633446
5.425406933718914,12.490764424280847
-8.519106965318192,-13.573706536314377
-2.8306854291145473,-2.0752259116317324
-7.682618809497406,-13.793940455047547
7.262068517511871,21.255686057313255
2.4659625365511584,8.879590914925892
-3.3820395029470163,-6.146686000299329
-8.728832994279527,-13.144558771291393
-3.780353565686756,-6.510070471828155
-3.496333559465059,-2.418497911445214
4.5921235667612805,14.501438291537369
2.751149427104263,6.860934217505105
7.744254851526531,20.415261961541706
-0.5557014967610137,2.7141588603509694
-7.608115081233966,-10.572109842478952
4.264895744459899,15.323377454227693
5.215700972337949,12.940625712670156
1.2255439513899251,3.943615574064871
5.419343599091221,12.059658338931396
-0.12408807271218514,1.1202032846447532
0.4546565876398816,3.7551097564515548
-1.4491796328290079,0.7839446839752721
-9.491617465118097,-15.429853331576155
-7.842171460133911,-11.029976422195775
